,Количество км,Вид доставки,Время суток,Наличие грузчика,Стоимость
492,1340.0,Удлиненная газель,Ночь,0,390.0
493,7892.0,Минивэн,Рабочее время,1,1621.93
494,12367.0,Легковой,Ночь,0,1846.99
495,9753.0,Легковой,Ночь,0,1522.88
496,12706.0,Легковой,Раннее утро/поздний вечер,1,2195.62
497,15007.0,Удлиненная газель,Раннее утро/поздний вечер,0,2716.79
498,13800.0,Легковой,Раннее утро/поздний вечер,0,1659.94
499,8474.0,Минивэн,Ночь,0,1604.49
500,15538.0,Минивэн,Рабочее время,0,1817.76
501,12423.0,Удлиненная газель,Раннее утро/поздний вечер,0,2323.02
502,4216.0,Удлиненная газель,Раннее утро/поздний вечер,0,846.48
503,7495.0,Легковой,Рабочее время,1,1374.88
504,1870.0,Удлиненная газель,Ночь,1,1150.02
505,5718.0,Легковой,Рабочее время,0,537.64
506,10106.0,Удлиненная газель,Раннее утро/поздний вечер,0,1845.72
507,2397.0,Удлиненная газель,Раннее утро/поздний вечер,0,536.6
508,10255.0,Газель,Ночь,1,2905.09
509,7980.0,Минивэн,Ночь,1,2199.86
510,5213.0,Минивэн,Ночь,0,962.88
511,10648.0,Легковой,Ночь,0,1558.05
512,15536.0,Легковой,Раннее утро/поздний вечер,0,1985.72
513,14140.0,Удлиненная газель,Ночь,1,4229.99
514,8382.0,Минивэн,Рабочее время,0,1032.29
515,9167.0,Газель,Рабочее время,1,1967.16
516,5312.0,Удлиненная газель,Рабочее время,0,781.6
517,8126.999999999999,Минивэн,Раннее утро/поздний вечер,1,1896.8
518,8071.0,Легковой,Раннее утро/поздний вечер,1,1711.16
519,10609.0,Минивэн,Ночь,0,1868.51
520,2392.0,Легковой,Раннее утро/поздний вечер,0,321.67
521,12258.0,Легковой,Ночь,0,1977.62
522,6849.0,Газель,Ночь,1,2149.03
523,14608.0,Удлиненная газель,Раннее утро/поздний вечер,1,3267.84
524,11102.0,Газель,Рабочее время,1,2112.0
525,2749.0,Удлиненная газель,Ночь,1,1398.81
526,1648.0,Минивэн,Раннее утро/поздний вечер,1,1018.05
527,3864.0,Легковой,Рабочее время,1,943.81
528,9972.0,Легковой,Раннее утро/поздний вечер,0,1102.12
529,14633.0,Удлиненная газель,Ночь,0,3292.52
530,3911.0,Легковой,Ночь,1,1500.91
531,12565.0,Газель,Рабочее время,0,1565.16
532,9234.0,Минивэн,Раннее утро/поздний вечер,1,2193.75
533,2327.0,Удлиненная газель,Рабочее время,1,1067.37
534,2517.0,Легковой,Ночь,1,1386.55
535,11375.0,Газель,Раннее утро/поздний вечер,1,2484.56
536,4821.0,Минивэн,Рабочее время,0,620.67
537,13950.0,Газель,Рабочее время,0,1859.91
538,6568.000000000001,Легковой,Ночь,0,1068.22
539,12371.0,Удлиненная газель,Ночь,1,3690.8
540,14608.0,Газель,Рабочее время,0,1968.06
541,15204.0,Минивэн,Раннее утро/поздний вечер,1,3014.08
542,10610.0,Удлиненная газель,Раннее утро/поздний вечер,1,2660.37
543,11649.0,Минивэн,Рабочее время,1,2019.47
544,11033.0,Газель,Ночь,0,2242.77
545,11494.0,Легковой,Рабочее время,0,1133.97
546,9695.0,Минивэн,Рабочее время,1,1834.62
547,13423.0,Удлиненная газель,Раннее утро/поздний вечер,1,3072.61
548,2713.0,Газель,Рабочее время,1,1053.18
549,15275.0,Газель,Рабочее время,0,2034.77
550,14930.0,Легковой,Рабочее время,1,2199.78
551,4079.0000000000005,Минивэн,Раннее утро/поздний вечер,0,608.53
552,6020.0,Удлиненная газель,Ночь,1,2400.2
553,4991.0,Минивэн,Раннее утро/поздний вечер,0,671.17
554,8469.0,Газель,Ночь,0,1659.42
555,4417.0,Легковой,Раннее утро/поздний вечер,1,1387.05
556,14021.0,Минивэн,Раннее утро/поздний вечер,1,2861.22
557,11806.0,Легковой,Ночь,0,1666.29
558,2542.0,Удлиненная газель,Раннее утро/поздний вечер,0,551.99
559,5292.0,Легковой,Ночь,0,851.93
560,3937.0,Легковой,Ночь,1,1407.05
561,15380.0,Удлиненная газель,Раннее утро/поздний вечер,0,2710.4
562,9673.0,Минивэн,Ночь,0,1813.21
563,13731.0,Легковой,Раннее утро/поздний вечер,1,2470.61
564,14257.0,Легковой,Рабочее время,0,1416.63
565,7100.0,Минивэн,Раннее утро/поздний вечер,1,1900.3
566,8198.0,Газель,Раннее утро/поздний вечер,1,2077.56
567,1782.0,Легковой,Раннее утро/поздний вечер,1,901.98
568,13770.0,Легковой,Ночь,1,2870.48
569,11848.0,Газель,Раннее утро/поздний вечер,1,2617.86
570,7879.0,Газель,Рабочее время,0,1018.71
571,11201.0,Минивэн,Ночь,0,2130.56
572,14521.0,Минивэн,Ночь,0,2621.07
573,12984.0,Газель,Раннее утро/поздний вечер,0,2023.72
574,11749.0,Легковой,Раннее утро/поздний вечер,1,2099.11
575,5955.0,Легковой,Раннее утро/поздний вечер,0,674.86
576,3797.0,Минивэн,Раннее утро/поздний вечер,1,1226.75
577,11623.0,Легковой,Ночь,0,1702.6
578,3174.0,Минивэн,Рабочее время,0,453.88
579,14804.0,Минивэн,Раннее утро/поздний вечер,0,2124.34
580,11900.0,Удлиненная газель,Рабочее время,1,2310.34
581,5939.0,Газель,Рабочее время,1,1258.88
582,14255.0,Удлиненная газель,Рабочее время,1,2875.44
583,4198.0,Минивэн,Ночь,0,757.68
584,3568.0,Минивэн,Рабочее время,0,538.23
585,8263.0,Газель,Рабочее время,0,1122.96
586,15329.0,Удлиненная газель,Рабочее время,0,2399.39
587,5423.0,Газель,Раннее утро/поздний вечер,0,923.22
588,11604.0,Минивэн,Раннее утро/поздний вечер,0,1753.9
589,1659.0,Минивэн,Рабочее время,1,759.33
590,6744.0,Минивэн,Рабочее время,1,1503.69
591,13866.0,Газель,Раннее утро/поздний вечер,0,2056.07
592,2395.0,Удлиненная газель,Рабочее время,0,345.33
593,8758.0,Удлиненная газель,Ночь,0,1978.12
594,7368.0,Газель,Рабочее время,0,958.12
595,12751.0,Легковой,Ночь,1,2721.14
596,11301.0,Удлиненная газель,Рабочее время,0,1770.57
597,11524.0,Минивэн,Рабочее время,1,2043.77
598,10329.0,Легковой,Ночь,0,1669.16
599,4349.0,Удлиненная газель,Раннее утро/поздний вечер,1,1578.92
600,12024.0,Газель,Рабочее время,1,2334.31
601,3388.0,Легковой,Раннее утро/поздний вечер,0,407.81
602,14710.0,Минивэн,Ночь,0,2669.78
603,3223.0,Газель,Ночь,1,1612.51
604,3958.0,Легковой,Рабочее время,1,1027.63
605,3650.0,Газель,Раннее утро/поздний вечер,0,490.35
606,8221.0,Легковой,Рабочее время,1,1540.72
607,1893.0,Газель,Раннее утро/поздний вечер,0,253.09
608,8835.0,Удлиненная газель,Ночь,1,2895.29
609,6582.0,Легковой,Раннее утро/поздний вечер,0,822.23
610,10443.0,Минивэн,Раннее утро/поздний вечер,0,1542.96
611,12548.0,Газель,Ночь,0,2407.71
612,14045.0,Газель,Рабочее время,1,2495.13
613,13673.0,Легковой,Раннее утро/поздний вечер,1,2323.13
614,10807.0,Газель,Раннее утро/поздний вечер,0,1567.27
615,6501.0,Легковой,Раннее утро/поздний вечер,1,1450.68
616,7771.0,Минивэн,Раннее утро/поздний вечер,1,1740.8
617,1326.0,Газель,Рабочее время,1,895.65
618,7422.0,Легковой,Раннее утро/поздний вечер,1,1602.04
619,6231.0,Газель,Рабочее время,1,1560.93
620,1190.0,Легковой,Раннее утро/поздний вечер,0,190.42
621,12953.0,Легковой,Раннее утро/поздний вечер,1,2193.36
622,6627.0,Легковой,Рабочее время,0,617.33
623,5821.0,Минивэн,Ночь,1,1810.6
624,12945.0,Минивэн,Рабочее время,1,2085.3
625,5991.0,Легковой,Ночь,1,1840.62
626,6835.0,Удлиненная газель,Рабочее время,1,1675.33
627,2933.0,Минивэн,Ночь,1,1312.73
628,15919.0,Газель,Раннее утро/поздний вечер,0,2518.8
629,7232.0,Минивэн,Рабочее время,0,981.79
630,14748.0,Газель,Рабочее время,0,1987.92
631,10920.0,Удлиненная газель,Ночь,1,3170.03
632,1489.0,Легковой,Раннее утро/поздний вечер,1,948.63
633,11996.0,Газель,Ночь,1,3156.34
634,8390.0,Минивэн,Ночь,0,1449.63
635,10967.0,Газель,Рабочее время,1,2007.02
636,15841.0,Удлиненная газель,Раннее утро/поздний вечер,0,2741.03
637,2687.0,Минивэн,Рабочее время,0,326.8
638,14725.0,Газель,Рабочее время,0,1885.43
639,8376.0,Удлиненная газель,Раннее утро/поздний вечер,1,2226.06
640,2252.0,Удлиненная газель,Рабочее время,0,451.66
641,14468.0,Легковой,Раннее утро/поздний вечер,1,2558.16
642,10238.0,Минивэн,Раннее утро/поздний вечер,0,1458.2
643,1157.0,Минивэн,Раннее утро/поздний вечер,1,927.22
644,10527.0,Минивэн,Ночь,0,1986.53
645,6713.0,Легковой,Ночь,0,992.59
646,7622.0,Минивэн,Рабочее время,1,1451.74
647,11037.0,Газель,Ночь,0,2337.06
648,14568.0,Газель,Рабочее время,1,2578.33
649,1230.0,Легковой,Рабочее время,1,790.46
650,2108.0,Легковой,Раннее утро/поздний вечер,1,1067.6
651,11442.0,Удлиненная газель,Ночь,0,2581.99
652,7999.0,Минивэн,Раннее утро/поздний вечер,1,1839.07
653,5607.0,Удлиненная газель,Раннее утро/поздний вечер,0,916.77
654,1475.0,Удлиненная газель,Ночь,1,1255.3
655,10725.0,Легковой,Рабочее время,1,1654.65
656,5618.0,Удлиненная газель,Рабочее время,1,1487.96
657,7875.0,Минивэн,Раннее утро/поздний вечер,1,1805.33
658,8751.0,Легковой,Рабочее время,1,1541.36
659,8400.0,Удлиненная газель,Ночь,0,1859.59
